userId,movieId,rating,timestamp
48,3,4,876169859
48,36,4,879879750
48,16,3,878548695
48,40,4,882708633
48,6,2,880298683
49,27,3,878430308
49,13,3,883824530
49,14,3,879275449
49,16,2,880134975
49,9,5,879515148
49,10,3,875433521
49,6,5,875186689
49,28,2,880026374
49,18,2,882140973
49,23,2,880180075
49,34,1,877704767
49,2,4,877138420
49,36,2,884462519
49,26,2,876235011
49,17,4,881393015
49,24,3,879004011
49,25,4,880254088
49,32,3,880128443
49,22,2,879652664
49,40,3,877978123
49,21,3,875614255
49,39,4,879344577
50,36,4,879581407
50,23,5,883464447
50,33,2,880404817
50,24,4,880751495
50,13,5,880143385
50,8,2,876240594
50,39,3,883180842
50,6,3,876117305
50,32,5,875891470
50,18,3,877335010
50,4,3,884292434
51,24,3,879765158
51,20,2,879440739
51,5,3,880718099
51,8,3,882008054
51,35,4,884452668
51,19,2,874972568
51,38,1,878449076
51,32,2,875627648
51,16,4,880524261
51,25,5,884330979
51,13,3,883366326
51,18,3,882384215
51,7,3,882161419
51,17,4,879995034
51,6,1,877080821
51,26,4,876934838
51,14,3,878322434
51,21,4,877546610
51,40,4,882484114
51,23,5,881462898
51,22,3,880127601
51,36,2,880294234
51,2,3,877303723
51,15,5,882064593
51,28,4,876572742
51,9,2,878357162
51,12,2,880263687
51,29,4,880866201
51,30,4,884111532
52,36,5,875886550
52,12,3,883250653
52,3,2,879628941
52,29,4,884156531
52,40,4,878817350
52,18,3,884459905
52,35,4,884723959
52,4,4,883733561
52,11,4,879469587
52,9,2,875280993
52,13,4,879538223
52,32,4,874873899
52,19,4,884423457
53,39,3,878893909
53,7,4,884023141
53,36,2,884359964
53,35,5,878280798
53,33,4,881478965
53,10,3,884083516
53,34,4,882039169
53,9,4,881291838
53,22,3,878613947
53,37,3,880129612
53,6,3,880776478
53,2,3,880545029
53,18,4,876365539
53,13,4,879166432
53,11,5,874950042
53,26,3,883912536
53,16,3,883893842
53,1,3,880319157
53,4,4,877804390
53,14,4,875890808
53,15,4,881405839
53,21,2,883359993
53,30,5,876530513
53,12,2,884395731
53,3,3,882616720
53,19,3,875393089
53,28,4,883289458
54,6,2,874986453
54,9,4,883818220
54,17,5,880427641
54,36,3,878813945
54,34,3,882510424
54,29,4,876687532
54,28,2,876401105
54,30,3,876447336
54,5,4,883228868
54,7,4,878312079
54,27,4,881379038
55,18,3,875716378
55,34,3,877452939
55,2,4,880043600
55,12,4,875932514
55,7,5,876246620
55,29,2,877185339
55,1,3,884358270
55,4,4,882805943
55,35,4,884001207
56,20,4,882186819
56,17,3,874771584
56,4,3,879984706
56,2,4,882488355
56,6,3,884576538
56,1,3,883038018
56,38,3,874774481
56,36,3,882011692
56,14,2,881099687
56,9,2,875572044
56,16,4,882246052
56,32,5,879315317
56,22,3,883632415
56,27,3,877261851
56,33,3,877207309
56,37,3,874812278
57,1,1,877335828
57,13,3,880941865
57,12,4,881823013
57,30,2,879550066
57,35,3,877624552
57,40,3,878332067
57,15,5,881131564
57,11,3,879374000
57,32,4,877447189
58,15,3,875830695
58,14,2,880401008
58,30,4,883002148
58,37,3,881001861
58,20,4,881868826
58,33,3,881561802
58,7,3,881690007
58,13,4,881940583
58,28,3,881022943
58,22,3,876789979
58,11,3,880586821
58,3,3,881640782
58,26,4,883147352
58,40,5,880804342
58,16,3,878049366
58,2,3,880940317
58,31,4,875564859
58,23,2,884539971
58,24,4,882542714
58,39,5,884641433
58,36,5,878388540
58,19,1,881849668
58,34,2,882188705
58,4,3,876931359
58,21,4,878465258
58,35,5,880888635
58,25,3,883585056
58,8,4,883061724
58,38,3,879781973
58,12,3,880734458
59,19,3,883195380
59,31,4,882978610
59,5,3,881560264
59,37,3,883594947
59,6,3,882420091
59,13,2,882704554
59,8,3,877166128
59,33,4,883217205
59,14,3,876362378
59,11,3,875270632
59,18,4,879797320
59,12,4,878957945
59,30,3,876745013
59,39,3,881812722
59,26,3,883833157
59,28,3,879667291
59,34,3,879428611
59,38,3,878250309
60,8,3,882648651
60,15,4,880592631
60,22,2,875190801
60,27,4,882043159
60,30,3,877013315
60,14,3,876891482
60,13,4,880098493
60,19,5,883736932
60,21,5,876362292
60,31,3,880143091
60,37,5,877593294
60,20,4,879151524
60,10,5,881940297
60,11,4,880892267
60,1,2,877396692
60,3,5,882912735
60,35,2,880857440
60,25,4,879783405
60,39,4,876044862
60,32,4,878935953
60,28,3,877965494
60,36,3,878841473
